subject,body,label
Shipping Update for Order #809806,"Dear John, Your annual event is scheduled for June 5, 2025. View details at store.com/tracking. Contact support@store.com to reschedule. Best, Store Team",0
Action Required: immediate verification,"Dear Client, We detected unauthorized access on your account. Please update at [malicious-link.org] to secure your account. Failure to act within 3 days may result in account suspension. Regards, Billing Department",1
Store Newsletter: July Updates,"Dear John, Your appointment is scheduled for June 5, 2025. View details at store.com/tracking. Contact support@store.com to reschedule. Best, Onboarding Team",0
Welcome to App!,"Dear John, Thank you for your order #658602. Your package will arrive by June 7, 2025. Track your order at store.com/tracking. Contact events@company.com for assistance. Best, Onboarding Team",0
Password Changed Successfully,"Dear Customer, Your appointment is scheduled for June 5, 2025. View details at store.com/tracking. Contact support@store.com to reschedule. Best, Customer Care",0
Order Confirmation #859402,"Hello, We’ve released updated dashboard for your account. Learn more at company.com/events. Let us know your feedback at events@company.com. Thanks, Customer Care",0
Product Update: updated dashboard,"Dear John, Your webinar is scheduled for June 5, 2025. View details at store.com/tracking. Contact help@platform.com to reschedule. Best, Store Team",0
Verify Your bank Account,"Hi, You’ve won free trial! Click [fake-portal.com] to claim it now. Hurry, offer expires 24 hours! Best, Billing Department",1
Urgent: update Your Account Now,"Hello, Your account account requires password reset. Click [malicious-link.org] to update. Contact help@fakecompany.com if you need assistance. Thank you, Billing Department",1
Your webinar Confirmation,"Dear John, Thank you for your order #657850. Your package will arrive by June 7, 2025. Track your order at company.com/events. Contact events@company.com for assistance. Best, Customer Care",0
Claim Your exclusive offer Today,"Hi, You’ve won exclusive offer! Click [malicious-link.org] to claim it now. Hurry, offer expires 24 hours! Best, Rewards Team",1
Claim Your premium membership Today,"Hello, Your subscription account requires payment update. Click [scam-site.net] to renew. Contact billing@scamsite.com if you need assistance. Thank you, Account Services",1
Thank You for Your purchase,"Dear Customer, Your webinar is scheduled for June 7, 2025. View details at company.com/events. Contact help@platform.com to reschedule. Best, Store Team",0
annual event Invitation,"Hi, Welcome to Store! Get started at store.com/tracking. Reach out to events@company.com with questions. Thanks, Store Team",0
Your email Account Needs Attention,"Dear User, We detected unauthorized access on your account. Please update at [malicious-link.org] to secure your account. Failure to act within 3 days may result in account deletion. Regards, Rewards Team",1
Update Your payment details Immediately,"Dear User, Your account information needs updating due to suspicious activity. Visit [scam-site.net] to avoid service interruption. Regards, Rewards Team",1
Action Required: account unlock,"Dear User, Your payment details needs updating due to unauthorized access. Visit [fake-portal.com] to avoid additional fees. Regards, Rewards Team",1
Our Platform Newsletter: July Updates,"Dear User, Thank you for your order #809806. Your package will arrive by June 7, 2025. Track your order at company.com/events. Contact support@store.com for assistance. Best, Onboarding Team",0
Your Our Platform Renewal,"Dear User, Your annual event is scheduled for June 7, 2025. View details at company.com/events. Contact events@company.com to reschedule. Best, Store Team",0
Update Your account information Immediately,"Hello, Your subscription account requires password reset. Click [suspicious-link.com] to secure. Contact billing@scamsite.com if you need assistance. Thank you, Security Team",1
Update Your password Immediately,"Hello, Your email account requires payment update. Click [scam-site.net] to reset. Contact support@fakebank.com if you need assistance. Thank you, Account Services",1
Urgent: unlock Your Account Now,"Hi, You’ve won exclusive offer! Click [scam-site.net] to claim it now. Hurry, offer expires 3 days! Best, Account Services",1
Action Required: payment update,"Hello, Your account account requires immediate verification. Click [malicious-link.org] to update. Contact billing@scamsite.com if you need assistance. Thank you, Billing Department",1
Claim Your $1000 gift card Today,"Hi, You’ve won exclusive offer! Click [malicious-link.org] to claim it now. Hurry, offer expires 3 days! Best, Security Team",1
Product Update: improved security,"Hi, Welcome to Our Platform! Get started at store.com/tracking. Reach out to events@company.com with questions. Thanks, Store Team",0
Password Changed Successfully,"Hi, Welcome to Store! Get started at platform.com/setup. Reach out to events@company.com with questions. Thanks, Store Team",0
Your Account Has Been locked,"Hello, Your invoice #5557 is overdue. Pay now at [scam-site.net] to avoid account suspension. Contact support@fakebank.com for help. Thanks, Security Team",1
Your annual event Confirmation,"Dear User, Thank you for your order #658602. Your package will arrive by June 5, 2025. Track your order at company.com/events. Contact support@store.com for assistance. Best, Store Team",0
Claim Your premium membership Today,"Dear User, Your password needs updating due to security breach. Visit [fake-portal.com] to avoid additional fees. Regards, Billing Department",1
Invoice # 4528 Overdue,"Hi, You’ve won $1000 gift card! Click [suspicious-link.com] to claim it now. Hurry, offer expires 24 hours! Best, Security Team",1
Verify Your bank Account,"Hello, Your subscription account requires account unlock. Click [suspicious-link.com] to secure. Contact help@fakecompany.com if you need assistance. Thank you, Billing Department",1
Urgent: secure Your Account Now,"Dear Customer, We detected security breach on your account. Please secure at [fake-portal.com] to secure your account. Failure to act within 3 days may result in service interruption. Regards, Account Services",1
Congratulations! You've Won exclusive offer,"Hello, Your subscription account requires payment update. Click [scam-site.net] to verify. Contact help@fakecompany.com if you need assistance. Thank you, Rewards Team",1
Claim Your exclusive offer Today,"Hello, Your subscription account requires immediate verification. Click [suspicious-link.com] to unlock. Contact billing@scamsite.com if you need assistance. Thank you, Rewards Team",1
Your Account Has Been compromised,"Dear User, Your payment details needs updating due to security breach. Visit [malicious-link.org] to avoid service interruption. Regards, Billing Department",1
Security Alert: unusual sign-in Detected,"Dear Customer, We detected suspicious activity on your account. Please verify at [scam-site.net] to secure your account. Failure to act within 3 days may result in account suspension. Regards, Rewards Team",1
Action Required: immediate verification,"Hi, You’ve won $1000 gift card! Click [malicious-link.org] to claim it now. Hurry, offer expires 48 hours! Best, Rewards Team",1
Welcome to App!,"Hello, We’ve released new features for your account. Learn more at company.com/events. Let us know your feedback at events@company.com. Thanks, Onboarding Team",0
Product Update: updated dashboard,"Dear John, Thank you for your order #897911. Your package will arrive by June 5, 2025. Track your order at platform.com/setup. Contact help@platform.com for assistance. Best, Onboarding Team",0
